signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.4,SILENCE,NA,babble_66.wav,oprørt_reversed.wav,lyse_reversed.wav,,,,,0,174,174,174,,,z,0.4580347090086434,Correct Rejection,1.381836818226668,99999,001,2025-11-20_13-11-42,
present,0.7,fængsel_compressed.wav,fængsel,babble_20.wav,festlig_reversed.wav,oprørt_reversed.wav,,,,,0,175,175,175,,,z,0.3344610409985762,Miss,1.0953229812829661,99999,001,2025-11-20_13-11-42,
present,0.6,trussel_compressed.wav,trussel,babble_41.wav,banner_reversed.wav,lærer_reversed.wav,,,,,0,176,176,176,,,m,0.29650720799691044,Hit,0.893576659766381,99999,001,2025-11-20_13-11-42,
present,0.7,selvmord_compressed.wav,selvmord,babble_97.wav,respekt_reversed.wav,forpint_reversed.wav,,,,,0,177,177,177,,,z,0.4784867499838583,Miss,0.9338463500386812,99999,001,2025-11-20_13-11-42,
present,0.6,beundret_compressed.wav,beundret,babble_8.wav,fjendtlig_reversed.wav,regnbue_reversed.wav,,,,,0,178,178,178,,,z,0.5857338340138085,Miss,0.8600025256077594,99999,001,2025-11-20_13-11-42,
absent,0.1,SILENCE,NA,babble_34.wav,rædsel_reversed.wav,leder_reversed.wav,,,,,0,179,179,179,,,z,0.4444962499837857,Correct Rejection,0.7002701974769896,99999,001,2025-11-20_13-11-42,
present,0.3,frygtsom_compressed.wav,frygtsom,babble_74.wav,fase_reversed.wav,patent_reversed.wav,,,,,0,180,180,180,,,z,0.34892862499691546,Miss,0.6071465761705386,99999,001,2025-11-20_13-11-42,
present,0.4,borddug_compressed.wav,borddug,babble_15.wav,regnbue_reversed.wav,passion_reversed.wav,,,,,0,181,181,181,,,z,0.2660546249826439,Miss,1.2908280396320646,99999,001,2025-11-20_13-11-42,
absent,0.5,SILENCE,NA,babble_12.wav,rædsel_reversed.wav,ørken_reversed.wav,,,,,0,182,182,182,,,z,0.6994421670096926,Correct Rejection,1.066298037268298,99999,001,2025-11-20_13-11-42,
absent,0.7,SILENCE,NA,babble_29.wav,slagtning_reversed.wav,plakat_reversed.wav,,,,,0,183,183,183,,,z,0.44167575001483783,Correct Rejection,0.6849908893023613,99999,001,2025-11-20_13-11-42,
present,0.4,tumor_compressed.wav,tumor,babble_35.wav,vandal_reversed.wav,kedel_reversed.wav,,,,,0,184,184,184,,,z,0.5364025829767343,Miss,1.0148729471634672,99999,001,2025-11-20_13-11-42,
present,0.7,skammel_compressed.wav,skammel,babble_67.wav,fjollet_reversed.wav,beskidt_reversed.wav,,,,,0,185,185,185,,,m,0.5330646670190617,Hit,0.7263478274406777,99999,001,2025-11-20_13-11-42,
absent,0.5,SILENCE,NA,babble_59.wav,brutal_reversed.wav,dæmpet_reversed.wav,,,,,0,186,186,186,,,z,0.45590224998886697,Correct Rejection,0.9016646076571615,99999,001,2025-11-20_13-11-42,
