signal_type,compression_level,prime_file,correct_word,babbling_file,mask1_file,mask2_file,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,main.thisRepN,main.thisTrialN,main.thisN,main.thisIndex,thisRow.t,notes,response_key,rt,trial_outcome,babble_duration,Participant ID,Session,date,
absent,0.6,SILENCE,NA,babble_42.wav,ønske_reversed.wav,grusom_reversed.wav,,,,,0,85,85,85,,,z,0.8272635830217041,Correct Rejection,1.0345599216675385,88776655,001,2025-11-21_10-26-58,
present,0.3,nøgle_compressed.wav,nøgle,babble_12.wav,cirkel_reversed.wav,kæle_reversed.wav,,,,,0,86,86,86,,,z,0.40565254201646894,Miss,1.0565126483558218,88776655,001,2025-11-21_10-26-58,
present,0.4,voldtægt_compressed.wav,voldtægt,babble_99.wav,rådden_reversed.wav,himmel_reversed.wav,,,,,0,87,87,87,,,z,0.7042426249827258,Miss,0.8568283585538363,88776655,001,2025-11-21_10-26-58,
present,0.7,hårnål_compressed.wav,hårnål,babble_98.wav,knude_reversed.wav,succes_reversed.wav,,,,,0,88,88,88,,,z,0.6338633749983273,Miss,0.9766837571396032,88776655,001,2025-11-21_10-26-58,
absent,0.4,SILENCE,NA,babble_77.wav,blomstre_reversed.wav,fjendtlig_reversed.wav,,,,,0,89,89,89,,,z,0.7604323329869658,Correct Rejection,0.9291065131205879,88776655,001,2025-11-21_10-26-58,
present,0.2,spænding_compressed.wav,spænding,babble_40.wav,utro_reversed.wav,genert_reversed.wav,,,,,0,90,90,90,,,z,0.3575821250269655,Miss,0.5194451348249111,88776655,001,2025-11-21_10-26-58,
present,0.7,himmel_compressed.wav,himmel,babble_87.wav,passion_reversed.wav,regnbue_reversed.wav,,,,,0,91,91,91,,,z,0.6018672500213142,Miss,1.2600890752133602,88776655,001,2025-11-21_10-26-58,
absent,0.1,SILENCE,NA,babble_96.wav,grimme_reversed.wav,sejre_reversed.wav,,,,,0,92,92,92,,,z,0.411761833995115,Correct Rejection,0.847673121036573,88776655,001,2025-11-21_10-26-58,
present,0.3,skyldig_compressed.wav,skyldig,babble_59.wav,papir_reversed.wav,spise_reversed.wav,,,,,0,93,93,93,,,z,1.4176636660122313,Miss,0.7220599298845911,88776655,001,2025-11-21_10-26-58,
absent,0.1,SILENCE,NA,babble_39.wav,mester_reversed.wav,lærer_reversed.wav,,,,,0,94,94,94,,,m,1.2024826669949107,False Alarm,0.8520917827196782,88776655,001,2025-11-21_10-26-58,
present,0.6,skade_compressed.wav,skade,babble_54.wav,nonne_reversed.wav,trofæ_reversed.wav,,,,,0,95,95,95,,,z,1.4336862080090214,Miss,1.0482232764805341,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_8.wav,engel_reversed.wav,misbrug_reversed.wav,,,,,0,96,96,96,,,z,1.357640292000724,Correct Rejection,0.5682305636011508,88776655,001,2025-11-21_10-26-58,
present,0.7,poesi_compressed.wav,poesi,babble_87.wav,succes_reversed.wav,genert_reversed.wav,,,,,0,97,97,97,,,z,0.7288946250046138,Miss,0.9303395062956631,88776655,001,2025-11-21_10-26-58,
present,0.1,knude_compressed.wav,knude,babble_25.wav,viden_reversed.wav,vandfald_reversed.wav,,,,,0,98,98,98,,,m,0.9108120830205735,Hit,1.2642718812315914,88776655,001,2025-11-21_10-26-58,
present,0.7,bryllup_compressed.wav,bryllup,babble_95.wav,kugle_reversed.wav,knude_reversed.wav,,,,,0,99,99,99,,,m,0.6746189999976195,Hit,1.0411110837573996,88776655,001,2025-11-21_10-26-58,
present,0.7,frelser_compressed.wav,frelser,babble_89.wav,gave_reversed.wav,skyldig_reversed.wav,,,,,0,100,100,100,,,z,1.7338696670194622,Miss,1.4602437095157788,88776655,001,2025-11-21_10-26-58,
absent,0.3,SILENCE,NA,babble_0.wav,oprør_reversed.wav,venlig_reversed.wav,,,,,0,101,101,101,,,z,0.8070712080225348,Correct Rejection,0.616077517397072,88776655,001,2025-11-21_10-26-58,
present,0.6,salat_compressed.wav,salat,babble_51.wav,forfald_reversed.wav,lyse_reversed.wav,,,,,0,102,102,102,,,z,1.157445041986648,Miss,1.0481976837327076,88776655,001,2025-11-21_10-26-58,
present,0.4,putte_compressed.wav,putte,babble_27.wav,nøgle_reversed.wav,museum_reversed.wav,,,,,0,103,103,103,,,z,0.7394208750047255,Miss,0.7728312964550728,88776655,001,2025-11-21_10-26-58,
present,0.5,grimme_compressed.wav,grimme,babble_54.wav,slagtning_reversed.wav,offer_reversed.wav,,,,,0,104,104,104,,,z,1.6251368749944959,Miss,1.1536685022042463,88776655,001,2025-11-21_10-26-58,
absent,0.4,SILENCE,NA,babble_47.wav,skuffe_reversed.wav,genstand_reversed.wav,,,,,0,105,105,105,,,z,0.5181469579983968,Correct Rejection,0.7553000704059764,88776655,001,2025-11-21_10-26-58,
present,0.1,latter_compressed.wav,latter,babble_15.wav,ankel_reversed.wav,utro_reversed.wav,,,,,0,106,106,106,,,z,1.548727916990174,Miss,0.986139754414135,88776655,001,2025-11-21_10-26-58,
present,0.4,kvæles_compressed.wav,kvæles,babble_62.wav,rædsel_reversed.wav,rotte_reversed.wav,,,,,0,107,107,107,,,z,2.3226098330051173,Miss,0.5146300106068115,88776655,001,2025-11-21_10-26-58,
absent,0.1,SILENCE,NA,babble_0.wav,brutal_reversed.wav,violin_reversed.wav,,,,,0,108,108,108,,,z,2.2284768749959767,Correct Rejection,1.406969123133173,88776655,001,2025-11-21_10-26-58,
absent,0.2,SILENCE,NA,babble_22.wav,bange_reversed.wav,knude_reversed.wav,,,,,0,109,109,109,,,z,4.272385165997548,Correct Rejection,1.065135570246981,88776655,001,2025-11-21_10-26-58,
present,0.3,illoyal_compressed.wav,illoyal,babble_85.wav,pjece_reversed.wav,skyldig_reversed.wav,,,,,0,110,110,110,,,z,0.7748957500152756,Miss,1.4281104358240762,88776655,001,2025-11-21_10-26-58,
absent,0.5,SILENCE,NA,babble_65.wav,selvmord_reversed.wav,glæde_reversed.wav,,,,,0,111,111,111,,,z,0.6358809579978697,Correct Rejection,1.103755301144775,88776655,001,2025-11-21_10-26-58,
absent,0.6,SILENCE,NA,babble_14.wav,violin_reversed.wav,krise_reversed.wav,,,,,0,112,112,112,,,z,0.5385441250109579,Correct Rejection,0.8008657736053028,88776655,001,2025-11-21_10-26-58,
